NIS;CATEGORIA;TIPO;RUBRO;DENOMINACION;PROVINCIA;PARTIDO;LOCALIDAD;CALLE;NUMERO;TITULAR;DDN;TELEFONO1;FAX;AREA;ZONA;NIS DEPENDENCIA;NOMBRE DEPENDENCIA;REGION;CATEGORIA DE SUCURSAL;EN RED;LIQUIDACION;EXENTO;DIVISION;SOCIEDAD;ALMACEN;CENTRO DE BENEFICIO;OFICINA DE CARGA DE CCT/ADMIN;CENTRO DE COSTO COMERCIAL;CENTRO DE COSTO COMERCIAL CORPORATIVO;CENTRO DE COSTO ELECTORAL;CENTRO DE COSTO GESTION DE RED;CENTRO DE COSTO OPERACIONES;CENTRO DE COSTO OPERATIVO;CENTRO DE COSTO RRHH;CENTRO DE COSTO SEGURIDAD;CENTRO DE COSTO ADMINISTRCION;CENTRO DE COSTO ADMISION;CENTRO DE COSTO CTP;CENTRO DE COSTO CTT;CENTRO DE COSTO TRANSPORTE;CENTRO DE COSTO LOGISTICA;Punto de Venta AUTO/AUTO;Punto de Venta CUENTA CORRIENTE;Punto de Venta MANUAL;Punto de Venta MANUAL/AUTO;Punto de Venta PLANTA MONTE GRANDE;Punto de Venta VIRTUAL;Punto de venta AUTO/AUTO;Punto de venta TERMINAL CARGA SAP;PAQAR_ADMISION;PAQAR_ENTREGA
X0324 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );BERROTARAN;CORDOBA             ;RIO CUARTO                    ;BERROTARAN;ESQUIU FRAY MAMERTO                                                                         ;110;ARAYA GUSTAVO;358;4940291;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K164;COAR;K164;9040435164;;71004164;;;;;;;;;;;;;;;;2183;;;;;;X;X
X0326 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );CAMILO ALDAO;CORDOBA             ;MARCOS JUAREZ                 ;CAMILO ALDAO;BELGRANO GENERAL MANUEL                                                                     ;945;AZAN, ALEJANDRO MARCELO;3468;461164;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K171;COAR;K171;9040445171;;71004171;;;;;;;;;;;;;;;;2184;;;;;;X;X
X0328 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );CANALS;CORDOBA             ;UNION                         ;CANALS;VELEZ SARSFIELD                                                                             ;99;POZZI CABRERA MIGUEL OSCAR;3463;420121;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K172;COAR;K172;9040447172;;71004172;;;;;;;;;;;;;;;;2185;;;;;;X;X
X0330 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );CHAZON;CORDOBA             ;GENERAL SAN MARTIN            ;CHAZON;14;235;LOYOLA VALERIA IVANA;353;4882011;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K175;COAR;K175;9040469175;;71004175;;;;;;;;;;;;;;;;2186;;;;;;X;X
X0331 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;CINTRA;CORDOBA             ;UNION                         ;CINTRA;CEBALLOS GOBERNADOR JOSE ANTONIO                                                            ;460;ENRIA GUSTAVO;3537;495118;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;NO;NO;NO;K176;COAR;K176;9040476176;;71004176;;;;;;;;;;;;;;;;2187;;;;;; ; 
X0334 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );CORONEL MOLDES;CORDOBA             ;RIO CUARTO                    ;CORONEL MOLDES;URUGUAY                                                                                     ;198;ARRIGANI JUAN;3582;481070;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K180;COAR;K180;9044102180;;71004180;;;;;;;;;;;;;;;;2188;;;;;;X;X
X0336 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );CORRAL DE BUSTOS;CORDOBA             ;MARCOS JUAREZ                 ;CORRAL DE BUSTOS;CORDOBA                                                                                     ;470;Lana, Santiago Alvaro;3468;49-8070;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K181;COAR;K181;9044103181;;71004181;;;;;;;;;;;;;;;;2189;;;;;;X;X
X0338 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );CRUZ ALTA;CORDOBA             ;MARCOS JUAREZ                 ;CRUZ ALTA;COLOCCINI ANGEL                                                                             ;840;SQUIZZATO, JUAN CARLOS;3467;421065;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K183;COAR;K183;9044107183;;71004183;;;;;;;;;;;;;;;;2190;;;;;;X;X
X0342 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );DEL CAMPILLO;CORDOBA             ;GENERAL ROCA                  ;DEL CAMPILLO;MORRA DOCTOR DANIEL                                                                         ;137;MALDES DANIEL ANIBAL;3583;499111;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K192;COAR;K192;9044113192;;71004192;;;;;;;;;;;;;;;;2191;;;;;;X;X
X0344 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );EMBALSE;CORDOBA             ;CALAMUCHITA                   ;EMBALSE;TOLTINA CACIQUE                                                                             ;69;ALVAREZ MIGUEL ANGEL;3571;485203;;CENTRO - NEA                  ;ZONA 1;;;CENTRO - NEA                  ;B;SI;NO;NO;K204;COAR;K204;9044128204;;71004204;;;;;;;;;;;;;;;;2192;;;;;;X;X
X0346 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;ELENA;CORDOBA             ;RIO CUARTO                    ;ELENA;CORDOBA                                                                                     ;391;GOMEZ, HECTOR PEDRO;358;4881131;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K203;COAR;K203;9044127203;;71004203;;;;;;;;;;;;;;;;2193;;;;;;X;X
X0348 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );ETRURIA;CORDOBA             ;GENERAL SAN MARTIN            ;ETRURIA;PELLESCHI PEDRO                                                                             ;470;COLOMBO MATIAS;353;4920233;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K206;COAR;K206;9044134206;;71004206;;;;;;;;;;;;;;;;2194;;;;;;X;X
X0350 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );GENERAL BALDISSERA;CORDOBA             ;MARCOS JUAREZ                 ;GENERAL BALDISSERA;SAN MARTIN GENERAL JOSE DE                                                                  ;370;TULA FACUNDO RICARDO;3468;494100;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K221;COAR;K221;9044139221;;71004221;;;;;;;;;;;;;;;;2195;;;;;;X;X
X0352 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );GENERAL CABRERA;CORDOBA             ;JUAREZ CELMAN                 ;GENERAL CABRERA;25 DE MAYO                                                                                  ;754;DI PAOLA FERNANDO ESTEBAN;358;4930100;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K222;COAR;K222;9044139222;;71004222;;;;;;;;;;;;;;;;2196;;;;;;X;X
X0354 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );GENERAL DEHEZA;CORDOBA             ;JUAREZ CELMAN                 ;GENERAL DEHEZA;SAAVEDRA GENERAL CORNELIO DE                                                                ;205;CARAFFA, GUSTAVO  JAVIER;358;4950291;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K223;COAR;K223;9044140223;;71004223;;;;;;;;;;;;;;;;2197;;;;;;X;X
X0356 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );GENERAL LEVALLE;CORDOBA             ;PRESIDENTE ROQUE SAENZ PEÑA   ;GENERAL LEVALLE;PELLEGRINI CARLOS                                                                           ;200;BELTRAMONE, DIEGO EDUARDO;3385;480306;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K226;COAR;K226;9044142226;;71004226;;;;;;;;;;;;;;;;2198;;;;;;X;X
X0358 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );GENERAL ROCA;CORDOBA             ;MARCOS JUAREZ                 ;GENERAL ROCA;AVELLANEDA DOCTOR NICOLAS                                                                   ;403;DE LA MATA CRISTIAN;3472;491128;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;A;SI;NO;;K224;COAR;K224;9044143224;;71004224;;;;;;;;;;;;;;;;2199;;;;;;X;X
X0362 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );GIGENA;CORDOBA             ;RIO CUARTO                    ;ALCIRA GIGENA;INDEPENDENCIA                                                                               ;130;RIVAROLA DARIO MARTIN;358;4960117;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K225;COAR;K225;9040404225;;71004225;;;;;;;;;;;;;;;;2200;;;;;;X;X
X0364 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;GUATIMOZIN;CORDOBA             ;MARCOS JUAREZ                 ;GUATIMOZIN;CORRIENTES                                                                                  ;297;DEL GREGO SILVINMA;3468;495025;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K227;COAR;K227;9044146227;;71004227;;;;;;;;;;;;;;;;2201;;;;;;X;X
X0366 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );HERNANDO;CORDOBA             ;TERCERO ARRIBA                ;HERNANDO;BELGRANO DOCTOR MANUEL                                                                      ;316;TURLETTI FABIO FABIAN;353;4960150;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K231;COAR;K231;9044148231;;71004231;;;;;;;;;;;;;;;;2202;;;;;;X;X
X0368 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;HIPOLITO BOUCHARD;CORDOBA             ;GENERAL ROCA                  ;BUCHARDO;SAN MARTIN                                                                                  ;0;MILLARES LAURA;3387;420191;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K232;COAR;K232;9044143232;;71004232;;;;;;;;;;;;;;;;2203;;;;;;X;X
X0370 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );HOLMBERG;CORDOBA             ;RIO CUARTO                    ;SANTA CATALINA;PAZ GENERAL                                                                                 ;363;OVIEDO, JAVIER OMAR;358;4990018;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;NO;NO;NO;K233;COAR;K233;9044342233;;71004233;;;;;;;;;;;;;;;;2204;;;;;; ; 
X0374 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );HUINCA RENANCO;CORDOBA             ;GENERAL ROCA                  ;HUINCA RENANCO;SAN LUIS                                                                                    ;26;NIETO, HORACIO;2336;"442334;442359";;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K234;COAR;K234;9044151234;;71004234;;;;;;;;;;;;;;;;2205;;;;;;X;X
X0376 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );IDIAZABAL;CORDOBA             ;UNION                         ;IDIAZABAL;SARMIENTO PRESIDENTE DOMINGO FAUSTINO                                                       ;485;GUTIERREZ, ARIEL ANTONIO;3537;496007;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K241;COAR;K241;9044152241;;71004241;;;;;;;;;;;;;;;;2206;;;;;;X;X
X0378 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;INRIVILLE;CORDOBA             ;MARCOS JUAREZ                 ;INRIVILLE;MORENO DOCTOR MARIANO                                                                       ;102;ZANUZZI, MAURO;3467;480141;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;A;SI;NO;;K242;COAR;K242;9044154242;;71004242;;;;;;;;;;;;;;;;2207;;;;;;X;X
X0380 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );ISLA VERDE;CORDOBA             ;MARCOS JUAREZ                 ;ISLA VERDE;BELGRANO MANUEL                                                                             ;50;GUZZETA HORACIO;3468;496040;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K243;COAR;K243;9044155243;;71004243;;;;;;;;;;;;;;;;2208;;;;;;X;X
X0382 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;ITALO;CORDOBA             ;GENERAL ROCA                  ;ITALO;SAN MARTIN                                                                                  ;201;SARAVALLI PABLO ALEXIS;3387;498010;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K244;COAR;K244;9044156244;;71004244;;;;;;;;;;;;;;;;2209;;;;;; ; 
X0384 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );JOVITA;CORDOBA             ;GENERAL ROCA                  ;JOVITA;ALEM LEANDRO NICEFORO                                                                       ;202;CINTI, JAVIER DAVID;3385;498122;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K253;COAR;K253;9044159253;;71004253;;;;;;;;;;;;;;;;2210;;;;;;X;X
X0386 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );JUSTINIANO POSSE;CORDOBA             ;UNION                         ;JUSTINIANO POSSE;DE MAYO                                                                                     ;295;GRAMAGLIA, JUAN CARLOS;3537;471323;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K254;COAR;K254;9044160254;;71004254;;;;;;;;;;;;;;;;2211;;;;;;X;X
X0388 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );JAMES CRAIK;CORDOBA             ;TERCERO ARRIBA                ;JAMES CRAIK;SAN MARTIN GENERAL JOSE DE                                                                  ;373;LOPEZ, FABIAN;353;4970136;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K251;COAR;K251;9044157251;;71004251;;;;;;;;;;;;;;;;2212;;;;;;X;X
X0390 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;LA CRUZ;CORDOBA             ;CALAMUCHITA                   ;LA CRUZ;SARMIENTO                                                                                   ;462;Jaimez , Diego Alejandro;3546;494065;;CENTRO - NEA                  ;ZONA 1;;;CENTRO - NEA                  ;A;SI;NO;;K263;COAR;K263;9044168263;;71004263;;;;;;;;;;;;;;;;2213;;;;;; ; 
X0392 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LA PLAYOSA;CORDOBA             ;GENERAL SAN MARTIN            ;LA PLAYOSA;FERNANDEZ                                                                                   ;99;PLEITAVINO, ROBERTO CARLOS;353;4899033;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;C;SI;NO;NO;K268;COAR;K268;9044183268;;71004268;;;;;;;;;;;;;;;;2214;;;;;;X;X
X0394 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LA CARLOTA;CORDOBA             ;JUAREZ CELMAN                 ;LA CARLOTA;PAZ GENERAL                                                                                 ;1;MOLINA MARCELO;3584;420102;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K262;COAR;K262;9044164262;;71004262;;;;;;;;;;;;;;;;2215;;;;;;X;X
X0398 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LABORDE;CORDOBA             ;UNION                         ;LABORDE;CASTRO BARROS PEDRO IGNACIO                                                                 ;494;CAMPOS, RAUL AVELARDO;3537;460193;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K270;COAR;K270;9044192270;;71004270;;;;;;;;;;;;;;;;2216;;;;;;X;X
X0400 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LABOULAYE;CORDOBA             ;PRESIDENTE ROQUE SAENZ PEÑA   ;LABOULAYE;INDEPENDENCIA                                                                               ;266;BONELLI, JESUS ROSENDO ANTONI;3385;426141;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K271;COAR;K271;9044193271;;71004271;;;;;;;;;;;;;;;;2217;;;;;;X;X
X0404 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;LAS PERDICES;CORDOBA             ;TERCERO ARRIBA                ;LAS PERDICES;RIVADAVIA BERNARDINO                                                                        ;751;PEREYRA, JULIAN ERNESTO;353;4950192;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K274;COAR;K274;9044209274;;71004274;;;;;;;;;;;;;;;;2218;;;;;;X;X
X0406 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LEONES;CORDOBA             ;MARCOS JUAREZ                 ;LEONES;INFANTES RAMON                                                                              ;495;BUDRACCO, SERGIO;3472;481595;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K277;COAR;K277;9044218277;;71004277;;;;;;;;;;;;;;;;2219;;;;;;X;X
X0408 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LOS SURGENTES;CORDOBA             ;MARCOS JUAREZ                 ;LOS SURGENTES;GARZON GOBERNADOR                                                                           ;598;PEÑALOSA GONZALO GABRIEL MERCEDES;3467;495040;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;A;SI;NO;;K279;COAR;K279;9044232279;;71004279;;;;;;;;;;;;;;;;2220;;;;;;X;X
X0410 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LOS CONDORES;CORDOBA             ;CALAMUCHITA                   ;LOS CONDORES;DON BOSCO                                                                                   ;330;LOPEZ, ROSARIO JAVIER;3571;493274;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K278;COAR;K278;9044225278;;71004278;;;;;;;;;;;;;;;;2221;;;;;;X;X
X0412 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );LAS HIGUERAS;CORDOBA             ;RIO CUARTO                    ;LAS HIGUERAS;NEWBERY JORGE                                                                               ;174;AMBROGIO DANIEL;358;4970056;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;C;NO;NO;NO;K115;COAR;K115;9044203115;;71004115;;;;;;;;;;;;;;;;2222;;;;;; ; 
X0414 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );MARCOS JUAREZ;CORDOBA             ;MARCOS JUAREZ                 ;MARCOS JUAREZ;ALEM LEANDRO NICEFORO                                                                       ;352;LOYOLA, GUSTAVO OSVALDO;3472;"426645;424807";;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K292;COAR;K292;9044246292;;71004292;;;;;;;;;;;;;;2760;;;2223;;;;;X;X
X0416 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;MATTALDI;CORDOBA             ;GENERAL ROCA                  ;MATTALDI;MENDOZA                                                                                     ;301;GALETTO, EDWARD FABIAN;3583;481592;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;A;SI;NO;;K126;COAR;K126;9044249126;;71004126;;;;;;;;;;;;;;;;2224;;;;;;X;X
X0418 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );MONTE BUEY;CORDOBA             ;MARCOS JUAREZ                 ;MONTE BUEY;RIVADAVIA                                                                                   ;462;GONZALEZ, GABRIEL;3467;470161;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K296;COAR;K296;9044257296;;71004296;;;;;;;;;;;;;;;;2225;;;;;;X;X
X0420 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );MONTE MAIZ;CORDOBA             ;UNION                         ;MONTE MAIZ;CORDOBA                                                                                     ;1428;Sotera, Adrian Alberto;3468;471300;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K297;COAR;K297;9044261297;;71004297;;;;;;;;;;;;;;;;2226;;;;;;X;X
X0422 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;MORRISON;CORDOBA             ;UNION                         ;MORRISON;PAZ GENERAL                                                                                 ;248;ECHEGARAY, CARLOS;3537;494127;49-4127;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;C;SI;NO;NO;K298;COAR;K298;9044263298;;71004298;;;;;;;;;;;;;;;;2260;;;;;;X;X
X0424 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );NOETINGER;CORDOBA             ;UNION                         ;NOETINGER;1;25;PELLEGRINO, CESAR;3472;470038;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;NO;NO;NO;K301;COAR;K301;9044266301;;71004301;;;;;;;;;;;;;;;;2227;;;;;;X;X
X0426 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );OLIVA;CORDOBA             ;TERCERO ARRIBA                ;OLIVA;CASEROS                                                                                     ;297;OLIVEDA, DANIEL;3532;420594;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K312;COAR;K312;9044270312;;71004312;;;;;;;;;;;;;;;;2228;;;;;;X;X
X0428 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );ORDOÑEZ;CORDOBA             ;UNION                         ;ORDOÑEZ;5;250;FOLLENTI, BETIANA SOLEDAD;3537;493090;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;C;SI;NO;NO;K314;COAR;K314;9044274314;;71004314;;;;;;;;;;;;;;;;2230;;;;;;X;X
X0430 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );PASCANAS;CORDOBA             ;UNION                         ;PASCANAS;ARGENTINA                                                                                   ;433;Foray, Pablo Ivan;353;4898007;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K321;COAR;K321;9044279321;;71004321;;;;;;;;;;;;;;;;2231;;;;;;X;X
X0446 ;SUCURSAL                      ;AUTOMATIZADA;SIN RUBRO ( SUCURSALES );RIO TERCERO;CORDOBA             ;TERCERO ARRIBA                ;RIO TERCERO;DE BUONO INTENDENTE                                                                         ;81;TORRES, GERMAN HORACIO;3571;432545;;CENTRO - NEA                  ;ZONA 1;;;CENTRO - NEA                  ;B;SI;NO;NO;K335;COAR;K335;9044308335;;71004335;;;;;;;;;;;;;;2578;;;2235;;;;;X;X
X0448 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;SAN AGUSTIN (AG. 39);CORDOBA             ;CALAMUCHITA                   ;SAN AGUSTIN;PERON PRESIDENTE JUAN DOMINGO                                                               ;201;ARGUELLO SONIA;3547;491168;;CENTRO - NEA                  ;ZONA 1;;;CENTRO - NEA                  ;B;SI;NO;NO;K124;COAR;K124;9044319124;;71004124;;;;;;;;;;;;;;;;2236;;;;;;X;X
X0450 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SAMPACHO;CORDOBA             ;RIO CUARTO                    ;SAMPACHO;9 DE JULIO                                                                                  ;405;FENOGLIO ALFREDO;3582;420391;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K342;COAR;K342;9044318342;;71004342;;;;;;;;;;;;;;;;2237;;;;;;X;X
X0452 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;SAN BASILIO;CORDOBA             ;RIO CUARTO                    ;SAN BASILIO;CORDOBA                                                                                     ;45;SANTUCHO, HECTOR LUIS;3585;491092;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K343;COAR;K343;9044322343;;71004343;;;;;;;;;;;;;;;;2238;;;;;;X;X
X0454 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;SAN MARCOS SUD;CORDOBA             ;UNION                         ;SAN MARCOS SUD;SAN LORENZO                                                                                 ;146;SPADALUCIENTE, SERGIO;3537;49-8129;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;A;SI;NO;;K345;COAR;K345;9044337345;;71004345;;;;;;;;;;;;;;;;2239;;;;;;X;X
X0456 ;AGENCIA                       ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );SANTA EUFEMIA;CORDOBA             ;JUAREZ CELMAN                 ;SANTA EUFEMIA;PELLESCHI PEDRO                                                                             ;538;TULA, HUGO RICARDO JOSE;3584;491004;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K346;COAR;K346;9044344346;;71004346;;;;;;;;;;;;;;;;2240;;;;;;X;X
X0458 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;SERRANO;CORDOBA             ;PRESIDENTE ROQUE SAENZ PEÑA   ;SERRANO;JUAN XXIII                                                                                  ;350;LOPEZ, TOMAS;3385;495141;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K349;COAR;K349;9044355349;;71004349;;;;;;;;;;;;;;;;2241;;;;;;X;X
X0460 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );STA. R. DE CALAMUCHITA;CORDOBA             ;CALAMUCHITA                   ;SANTA ROSA DE CALAMUCHITA;EL NOGAL                                                                                    ;170;FERREYRA, RAMON REINALDO;3546;420200;;CENTRO - NEA                  ;ZONA 1;;;CENTRO - NEA                  ;B;SI;NO;NO;K347;COAR;K347;9044346347;;71004347;;;;;;;;;;;;;;;;2242;;;;;;X;X
X0462 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );TANCACHA;CORDOBA             ;TERCERO ARRIBA                ;TANCACHA;MITRE BARTOLOME                                                                             ;1;TORRES PABLO;3571;460116;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;SI;NO;NO;K361;COAR;K361;9044364361;;71004361;;;;;;;;;;;;;;;;2243;;;;;;X;X
X0466 ;SUCURSAL                      ;NO AUTOMATIZADA;SIN RUBRO ( SUCURSALES );UCACHA;CORDOBA             ;JUAREZ CELMAN                 ;UCACHA;CORRIENTES                                                                                  ;51;ARICCIO HECTOR ARIEL;353;4900117;;CENTRO - NEA                  ;ZONA 2;;;CENTRO - NEA                  ;B;SI;NO;NO;K371;COAR;K371;9044375371;;71004371;;;;;;;;;;;;;;;;2244;;;;;;X;X
X0468 ;AGENCIA                       ;NO AUTOMATIZADA;RUBRO 1;VILLA ASCASUBI;CORDOBA             ;TERCERO ARRIBA                ;VILLA ASCASUBI;ALACEVICH DUSSAN                                                                            ;262;LOZANO MARIA MAGDALENA;3571;498321;;CENTRO - NEA                  ;ZONA 3;;;CENTRO - NEA                  ;B;NO;NO;NO;K383;COAR;K383;9044383383;;71004383;;;;;;;;;;;;;;;;2245;;;;;; ; 
